experiment_id,timestamp,host,in_num,in_unit,out_num,out_unit,in_pac_num,in_pac_unit,out_pac_num,out_pac_unit
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth1,7.79,Mb/s,0.28,Mb/s,657.0,p/s,465.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth2,7.04,Mb/s,0.25,Mb/s,594.0,p/s,426.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth3,8.35,Mb/s,0.30,Mb/s,704.0,p/s,500.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth4,0.30,Mb/s,6.82,Mb/s,509.0,p/s,575.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth5,0.28,Mb/s,6.35,Mb/s,481.0,p/s,536.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366778,s1-eth6,0.33,Mb/s,7.45,Mb/s,562.0,p/s,628.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,total,22.10,Mb/s,19.73,Mb/s,3231.0,p/s,2907.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,ens4,0.00,Mb/s,0.00,Mb/s,5.0,p/s,4.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth1,8.30,Mb/s,0.31,Mb/s,700.0,p/s,521.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth2,6.62,Mb/s,0.23,Mb/s,558.0,p/s,392.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth3,6.33,Mb/s,0.23,Mb/s,534.0,p/s,391.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth4,0.34,Mb/s,7.41,Mb/s,570.0,p/s,625.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth5,0.26,Mb/s,5.87,Mb/s,436.0,p/s,495.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366779,s1-eth6,0.25,Mb/s,5.68,Mb/s,428.0,p/s,479.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,total,21.76,Mb/s,20.57,Mb/s,3198.0,p/s,3161.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,ens4,0.01,Mb/s,0.96,Mb/s,11.0,p/s,280.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth1,7.10,Mb/s,0.26,Mb/s,599.0,p/s,432.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth2,7.33,Mb/s,0.28,Mb/s,618.0,p/s,466.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth3,6.47,Mb/s,0.23,Mb/s,546.0,p/s,393.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth4,0.28,Mb/s,6.17,Mb/s,467.0,p/s,520.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth5,0.30,Mb/s,6.78,Mb/s,514.0,p/s,572.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366780,s1-eth6,0.26,Mb/s,5.90,Mb/s,443.0,p/s,498.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,total,23.71,Mb/s,21.18,Mb/s,3474.0,p/s,3120.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,ens4,0.01,Mb/s,0.01,Mb/s,8.0,p/s,10.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth1,7.52,Mb/s,0.27,Mb/s,634.0,p/s,459.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth2,7.74,Mb/s,0.28,Mb/s,653.0,p/s,473.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth3,7.53,Mb/s,0.27,Mb/s,635.0,p/s,462.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth4,0.30,Mb/s,6.69,Mb/s,507.0,p/s,564.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth5,0.31,Mb/s,6.98,Mb/s,526.0,p/s,589.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366781,s1-eth6,0.30,Mb/s,6.67,Mb/s,511.0,p/s,563.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,total,18.98,Mb/s,12.44,Mb/s,2484.0,p/s,2177.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,ens4,0.01,Mb/s,0.02,Mb/s,17.0,p/s,20.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1-eth1,5.31,Mb/s,0.20,Mb/s,448.0,p/s,341.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1-eth2,6.71,Mb/s,0.26,Mb/s,566.0,p/s,433.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1-eth3,6.40,Mb/s,0.23,Mb/s,540.0,p/s,394.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1-eth5,0.28,Mb/s,5.99,Mb/s,466.0,p/s,505.0,p/s
2022-03-27-07-39-07_copa_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366782,s1-eth6,0.26,Mb/s,5.74,Mb/s,447.0,p/s,484.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,total,0.02,Mb/s,0.08,Mb/s,36.0,p/s,116.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,ens4,0.01,Mb/s,0.01,Mb/s,15.0,p/s,18.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth1,0.00,Mb/s,0.01,Mb/s,4.0,p/s,15.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth2,0.00,Mb/s,0.01,Mb/s,4.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth3,0.00,Mb/s,0.01,Mb/s,4.0,p/s,18.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth4,0.00,Mb/s,0.01,Mb/s,3.0,p/s,17.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth5,0.00,Mb/s,0.01,Mb/s,3.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366664,s1-eth6,0.00,Mb/s,0.01,Mb/s,3.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,total,3.48,Mb/s,4.50,Mb/s,354.0,p/s,740.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,ens4,0.05,Mb/s,1.27,Mb/s,21.0,p/s,380.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth1,0.00,Mb/s,0.01,Mb/s,1.0,p/s,13.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth2,0.00,Mb/s,0.01,Mb/s,1.0,p/s,11.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth3,3.33,Mb/s,0.10,Mb/s,178.0,p/s,141.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth4,0.00,Mb/s,0.01,Mb/s,2.0,p/s,9.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth5,0.00,Mb/s,0.01,Mb/s,1.0,p/s,10.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366665,s1-eth6,0.10,Mb/s,3.10,Mb/s,150.0,p/s,176.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,total,0.53,Mb/s,0.45,Mb/s,107.0,p/s,123.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,ens4,0.12,Mb/s,0.06,Mb/s,45.0,p/s,52.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,2.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth2,0.00,Mb/s,0.00,Mb/s,2.0,p/s,3.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth3,0.39,Mb/s,0.02,Mb/s,32.0,p/s,26.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth4,0.00,Mb/s,0.00,Mb/s,0.0,p/s,3.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth5,0.00,Mb/s,0.00,Mb/s,2.0,p/s,4.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366666,s1-eth6,0.01,Mb/s,0.37,Mb/s,26.0,p/s,33.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,total,0.15,Mb/s,0.13,Mb/s,38.0,p/s,35.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,ens4,0.01,Mb/s,0.02,Mb/s,17.0,p/s,17.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth1,0.00,Mb/s,0.00,Mb/s,1.0,p/s,1.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth2,0.00,Mb/s,0.00,Mb/s,1.0,p/s,1.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth3,0.13,Mb/s,0.00,Mb/s,10.0,p/s,6.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth4,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth5,0.00,Mb/s,0.00,Mb/s,1.0,p/s,1.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366667,s1-eth6,0.00,Mb/s,0.11,Mb/s,8.0,p/s,9.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,total,1.23,Mb/s,1.05,Mb/s,146.0,p/s,147.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,ens4,0.05,Mb/s,0.03,Mb/s,24.0,p/s,26.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth1,0.00,Mb/s,0.00,Mb/s,1.0,p/s,3.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth2,0.83,Mb/s,0.02,Mb/s,43.0,p/s,28.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth3,0.31,Mb/s,0.01,Mb/s,25.0,p/s,24.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth4,0.00,Mb/s,0.00,Mb/s,1.0,p/s,4.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth5,0.02,Mb/s,0.69,Mb/s,29.0,p/s,37.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366668,s1-eth6,0.01,Mb/s,0.29,Mb/s,23.0,p/s,25.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,total,0.13,Mb/s,1.33,Mb/s,29.0,p/s,389.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,ens4,0.01,Mb/s,1.23,Mb/s,15.0,p/s,363.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,2.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth2,0.00,Mb/s,0.00,Mb/s,0.0,p/s,3.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth3,0.11,Mb/s,0.00,Mb/s,9.0,p/s,7.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth4,0.00,Mb/s,0.00,Mb/s,0.0,p/s,2.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth5,0.00,Mb/s,0.00,Mb/s,0.0,p/s,2.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366669,s1-eth6,0.00,Mb/s,0.09,Mb/s,5.0,p/s,10.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,total,0.12,Mb/s,0.10,Mb/s,30.0,p/s,27.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,ens4,0.01,Mb/s,0.01,Mb/s,15.0,p/s,15.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth2,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth3,0.11,Mb/s,0.00,Mb/s,9.0,p/s,5.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth4,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth5,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366670,s1-eth6,0.00,Mb/s,0.08,Mb/s,6.0,p/s,7.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,total,0.49,Mb/s,2.15,Mb/s,69.0,p/s,619.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,ens4,0.02,Mb/s,1.77,Mb/s,19.0,p/s,576.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth1,0.12,Mb/s,0.00,Mb/s,9.0,p/s,6.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth2,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth3,0.33,Mb/s,0.01,Mb/s,20.0,p/s,14.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth4,0.00,Mb/s,0.10,Mb/s,6.0,p/s,7.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth5,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366671,s1-eth6,0.01,Mb/s,0.27,Mb/s,15.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,total,0.95,Mb/s,0.91,Mb/s,126.0,p/s,122.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,ens4,0.01,Mb/s,0.01,Mb/s,15.0,p/s,15.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth1,0.31,Mb/s,0.01,Mb/s,16.0,p/s,11.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth2,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth3,0.60,Mb/s,0.02,Mb/s,44.0,p/s,38.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth4,0.01,Mb/s,0.29,Mb/s,12.0,p/s,15.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth5,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366672,s1-eth6,0.02,Mb/s,0.58,Mb/s,39.0,p/s,43.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,total,0.08,Mb/s,0.08,Mb/s,26.0,p/s,24.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,ens4,0.01,Mb/s,0.02,Mb/s,17.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth2,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth3,0.06,Mb/s,0.00,Mb/s,5.0,p/s,3.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth4,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth5,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366673,s1-eth6,0.00,Mb/s,0.06,Mb/s,4.0,p/s,5.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366674,total,0.52,Mb/s,0.46,Mb/s,85.0,p/s,76.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366674,ens4,0.03,Mb/s,0.01,Mb/s,16.0,p/s,16.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366674,ovs-system,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366674,s1,0.00,Mb/s,0.00,Mb/s,0.0,p/s,0.0,p/s
2022-03-27-07-37-43_cubic_3hosts_dealy=10ms_loss=10_bw=10_duration=30,1648366674,s1-eth1,0.02,Mb/s,0.00,Mb/s,2.0,p/s,1.0,p/s
